id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,3000000,29.97,640,480,218932,42.787
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,h264,820000,25.0,176,144,139932,3.228
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,flv,820000,12.0,176,144,219656,0.636
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,3000000,12.0,1280,720,324588,46.939
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,flv,820000,12.0,1920,1080,219480,5.976
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,mpeg4,3000000,15.0,320,240,221152,2.212
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,flv,3000000,25.0,176,144,219480,1.308
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,h264,242000,15.0,320,240,219656,3.208
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,mpeg4,3000000,15.0,1920,1080,219656,9.017
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,242000,24.0,1920,1080,247756,13.037
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,242000,24.0,176,144,219656,1.172
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,5000000,15.0,1920,1080,218932,9.537
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,820000,12.0,1280,720,219200,11.181
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,flv,109000,29.97,176,144,221160,1.536
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,539000,25.0,176,144,219480,0.888
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,820000,29.97,320,240,81976,2.64
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,flv,242000,15.0,1280,720,219480,2.444
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,242000,29.97,480,360,218664,0.82
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,flv,109000,15.0,1920,1080,219656,6.584
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,flv,109000,24.0,1280,720,216820,2.416
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,5000000,12.0,480,360,165700,2.612
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,3000000,25.0,176,144,219480,0.788
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,flv,539000,24.0,480,360,163632,0.568
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,h264,539000,29.97,480,360,216820,13.933
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,h264,56000,29.97,1920,1080,610516,37.406
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,vp8,56000,15.0,1920,1080,221160,8.681
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,242000,24.0,1280,720,248092,12.713
3-Wy-Ftbd40,69.93833,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,vp8,242000,25.0,1280,720,221152,8.961
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,56000,29.97,1280,720,219480,11.409
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,vp8,3000000,15.0,320,240,219480,3.92
Z9a2-MVJDtg,31.775,h264,480,360,473111,30.0,34,920,0,954,506712,1372428,0,1879140,vp8,5000000,15.0,640,480,86676,7.272
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,539000,24.0,320,240,221152,2.864
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,3000000,12.0,176,144,216820,2.068
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,5000000,15.0,1920,1080,165564,7.156
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,h264,109000,12.0,640,480,217348,6.488
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,vp8,56000,15.0,320,240,165700,2.076
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,3000000,15.0,640,480,216820,4.652
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,h264,820000,25.0,176,144,219480,4.724
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,vp8,820000,15.0,480,360,219480,5.052
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,vp8,242000,12.0,640,480,216820,5.496
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,vp8,820000,24.0,320,240,217568,4.392
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,242000,29.97,640,480,165564,17.193
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,109000,25.0,1280,720,219480,2.656
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,539000,15.0,320,240,218932,14.397
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,h264,3000000,24.0,640,480,164736,18.225
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,flv,5000000,24.0,176,144,60148,0.32
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,flv,3000000,12.0,480,360,219480,0.536
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,820000,29.97,480,360,218664,0.96
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,5000000,29.97,1920,1080,652360,136.181
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,h264,242000,12.0,480,360,216064,8.229
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,mpeg4,820000,24.0,1280,720,219464,8.781
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,242000,25.0,1280,720,219480,8.461
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,3000000,15.0,320,240,218932,8.269
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,h264,5000000,29.97,1280,720,297976,92.594
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,flv,539000,15.0,480,360,216064,3.756
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,h264,820000,12.0,176,144,219480,4.096
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,mpeg4,5000000,29.97,480,360,221160,6.34
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,539000,24.0,1920,1080,656828,71.072
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,3000000,15.0,640,480,208572,1.284
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,flv,109000,12.0,480,360,219480,1.816
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,242000,12.0,480,360,215848,10.017
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,vp8,3000000,24.0,1920,1080,218932,72.381
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,vp8,242000,15.0,640,480,221160,2.084
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,mpeg4,109000,15.0,1280,720,219480,5.112
Jv2e-drVaJo,110.844,h264,480,360,485261,29.0,59,3264,0,3323,940324,5783211,0,6723535,flv,56000,25.0,1920,1080,85748,7.412
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,vp8,3000000,12.0,320,240,216820,1.876
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,h264,3000000,15.0,320,240,221152,4.14
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,5000000,12.0,1280,720,321028,58.004
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,flv,3000000,12.0,1920,1080,216820,4.444
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,56000,12.0,640,480,220900,2.236
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,vp8,820000,24.0,480,360,219480,3.576
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,3000000,12.0,320,240,247884,1.844
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,mpeg4,56000,25.0,480,360,219480,3.992
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,109000,12.0,640,480,219464,5.044
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,242000,25.0,1280,720,155028,15.065
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,56000,15.0,176,144,165700,1.288
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,mpeg4,820000,29.97,1920,1080,216820,15.149
3-Wy-Ftbd40,69.93833,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,mpeg4,5000000,24.0,320,240,221152,1.368
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,mpeg4,5000000,29.97,640,480,219480,4.744
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,3000000,24.0,176,144,216820,2.648
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,vp8,3000000,29.97,320,240,218664,2.244
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,242000,29.97,176,144,216820,2.828
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,vp8,539000,15.0,176,144,217336,1.908
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,h264,539000,24.0,176,144,219480,4.404
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,vp8,3000000,29.97,1280,720,216820,29.802
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,820000,29.97,640,480,219464,9.469
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,3000000,24.0,176,144,219480,4.444
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,539000,24.0,320,240,219656,2.128
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,vp8,539000,12.0,1280,720,216820,12.417
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,mpeg4,539000,24.0,480,360,219480,3.828
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,109000,15.0,640,480,219656,1.216
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,242000,29.97,176,144,219480,3.796
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,3000000,29.97,1920,1080,216820,44.523
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,242000,15.0,320,240,221160,1.56
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,h264,539000,12.0,320,240,221160,3.568
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,h264,5000000,24.0,320,240,219464,6.94
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,3000000,29.97,480,360,216820,3.36
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,vp8,242000,15.0,480,360,219480,5.464
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,5000000,24.0,640,480,165700,30.69
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,h264,820000,24.0,320,240,219656,7.596
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,h264,3000000,25.0,480,360,219480,22.585
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,flv,539000,24.0,320,240,216820,1.176
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,3000000,24.0,320,240,235952,0.484
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,5000000,29.97,640,480,221160,0.592
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,820000,25.0,176,144,219480,2.628
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,flv,5000000,29.97,1280,720,61096,2.028
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,539000,25.0,320,240,212772,4.324
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,539000,24.0,480,360,165700,2.056
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,539000,29.97,176,144,220900,0.756
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,109000,12.0,1920,1080,177916,6.4
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,vp8,56000,15.0,1280,720,219480,7.512
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,mpeg4,820000,24.0,176,144,221152,2.084
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,flv,5000000,24.0,1920,1080,221152,4.872
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,mpeg4,242000,25.0,640,480,217336,3.612
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,vp8,109000,29.97,1920,1080,221160,39.542
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,vp8,539000,12.0,480,360,165668,3.944
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,h264,56000,25.0,1280,720,322708,13.217
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,h264,539000,15.0,176,144,217348,2.848
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,flv,539000,29.97,480,360,216820,1.16
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,242000,29.97,320,240,221152,3.64
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,flv,242000,24.0,480,360,217080,0.868
nuhJ-6Em-Os,430.92,flv,320,240,231840,25.0,216,10558,0,10774,1866223,10621840,0,12488063,vp8,5000000,24.0,176,144,61520,1.98
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,5000000,12.0,640,480,162972,28.79
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,h264,539000,24.0,1280,720,321356,24.862
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,3000000,24.0,176,144,219480,0.8
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,h264,3000000,24.0,320,240,219656,7.032
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,56000,24.0,480,360,216820,3.756
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,flv,109000,12.0,1280,720,221152,1.2
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,h264,3000000,25.0,640,480,219656,38.33
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,109000,25.0,640,480,167976,9.757
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,vp8,109000,15.0,1920,1080,87048,19.053
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,vp8,820000,29.97,320,240,219480,2.144
25TI-jx-cag,176.901,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,h264,242000,24.0,320,240,218932,1.372
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,109000,15.0,176,144,218932,1.568
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,h264,56000,15.0,640,480,221152,4.824
aEaq-XjIai8,127.33833,mpeg4,176,144,55159,12.0,123,1405,0,1528,123798,754191,0,877989,vp8,109000,24.0,1280,720,45048,10.153
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,5000000,24.0,176,144,221152,3.336
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,820000,24.0,480,360,219656,13.349
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,flv,56000,12.0,320,240,165700,0.824
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,flv,109000,25.0,640,480,219656,1.132
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,539000,15.0,320,240,219480,4.904
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,flv,539000,29.97,1920,1080,219480,6.536
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,flv,539000,12.0,480,360,221152,1.304
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,vp8,5000000,29.97,640,480,140080,14.113
25TI-jx-cag,176.901,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,539000,29.97,1920,1080,218932,15.265
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,flv,3000000,24.0,1920,1080,216820,5.972
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,539000,12.0,480,360,221152,7.324
1Vq6-f1kYeM,127.221664,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,h264,56000,29.97,1920,1080,705612,58.332
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,56000,24.0,480,360,219200,2.308
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,5000000,29.97,1920,1080,248092,40.507
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,820000,24.0,176,144,165564,2.924
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,820000,25.0,320,240,172176,5.52
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,5000000,29.97,176,144,217080,5.876
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,h264,820000,15.0,320,240,219464,3.828
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,5000000,12.0,176,144,218664,0.392
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,109000,15.0,1280,720,219656,17.817
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,h264,5000000,29.97,320,240,93904,5.24
3-Wy-Ftbd40,69.93833,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,h264,3000000,25.0,1920,1080,635420,74.669
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,flv,242000,29.97,480,360,219480,1.4
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,flv,539000,15.0,320,240,217080,0.416
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,flv,3000000,24.0,1280,720,219480,4.068
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,vp8,3000000,12.0,1920,1080,134424,29.066
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,vp8,539000,15.0,1280,720,219196,13.621
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,h264,3000000,24.0,480,360,216820,13.705
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,flv,109000,29.97,320,240,221152,0.88
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,h264,56000,25.0,1280,720,308976,14.421
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,mpeg4,242000,15.0,480,360,219464,2.472
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,mpeg4,5000000,24.0,1280,720,221152,5.824
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,3000000,29.97,1280,720,218664,3.272
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,flv,820000,15.0,1280,720,218900,2.18
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,flv,3000000,24.0,176,144,216820,0.448
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,3000000,29.97,1280,720,209396,3.408
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,56000,12.0,176,144,221160,0.648
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,539000,24.0,480,360,164888,8.805
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,5000000,29.97,1920,1080,218932,19.109
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,3000000,15.0,640,480,221160,1.744
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,mpeg4,539000,25.0,640,480,219656,4.964
